,filename,language,algorithm,algorithm_name
602,linear_search (48).py,py,find,linear_search
603,linear_search (49).py,py,find,linear_search
604,linear_search (50).py,py,find,linear_search
605,linear_search.py,py,find,linear_search
606,quick_select (2).py,py,find,quick_select
607,quick_select (3).py,py,find,quick_select
608,quick_select (4).py,py,find,quick_select
609,quick_select (5).py,py,find,quick_select
610,quick_select (6).py,py,find,quick_select
611,quick_select (7).py,py,find,quick_select
612,quick_select (8).py,py,find,quick_select
613,quick_select (9).py,py,find,quick_select
614,quick_select (10).py,py,find,quick_select
615,quick_select (11).py,py,find,quick_select
616,quick_select (12).py,py,find,quick_select
617,quick_select (13).py,py,find,quick_select
618,quick_select (14).py,py,find,quick_select
619,quick_select (15).py,py,find,quick_select
620,quick_select (16).py,py,find,quick_select
621,quick_select (17).py,py,find,quick_select
622,quick_select (18).py,py,find,quick_select
623,quick_select (19).py,py,find,quick_select
624,quick_select (20).py,py,find,quick_select
625,quick_select (21).py,py,find,quick_select
626,quick_select (22).py,py,find,quick_select
627,quick_select (23).py,py,find,quick_select
628,quick_select (24).py,py,find,quick_select
629,quick_select (25).py,py,find,quick_select
630,quick_select (26).py,py,find,quick_select
631,quick_select (27).py,py,find,quick_select
632,quick_select (28).py,py,find,quick_select
633,quick_select (29).py,py,find,quick_select
634,quick_select (30).py,py,find,quick_select
635,quick_select (31).py,py,find,quick_select
636,quick_select (32).py,py,find,quick_select
637,quick_select (33).py,py,find,quick_select
638,quick_select (34).py,py,find,quick_select
639,quick_select (35).py,py,find,quick_select
640,quick_select (36).py,py,find,quick_select
641,quick_select (37).py,py,find,quick_select
642,quick_select (38).py,py,find,quick_select
643,quick_select (39).py,py,find,quick_select
644,quick_select (40).py,py,find,quick_select
645,quick_select (41).py,py,find,quick_select
646,quick_select (42).py,py,find,quick_select
647,quick_select (43).py,py,find,quick_select
648,quick_select (44).py,py,find,quick_select
649,quick_select (45).py,py,find,quick_select
650,quick_select (46).py,py,find,quick_select
651,quick_select (47).py,py,find,quick_select
652,quick_select (48).py,py,find,quick_select
653,quick_select (49).py,py,find,quick_select
654,quick_select (50).py,py,find,quick_select
655,quick_select.py,py,find,quick_select
